産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,N,"680,207 ","4,732 ","6,102 ","678,938 ",-,17.7 ,154.6 ,137.6 ,17.0 ,"426,526 ","412,086 ","365,453 ","46,633 ","14,440 "
,,P,"87,943 ","1,101 ","1,384 ","87,559 ",-,16.1 ,122.0 ,112.3 ,9.7 ,"172,911 ","170,894 ","155,490 ","15,404 ","2,017 "
,,,,,,,,,,,,,,,,
4,T,T,"1,817,029 ","14,655 ","18,093 ","1,813,591 ","107,643 ",17.6 ,152.6 ,135.6 ,17.0 ,"442,381 ","430,671 ","379,952 ","50,719 ","11,710 "
,M,T,"1,449,307 ","11,079 ","13,826 ","1,446,560 ","35,438 ",17.8 ,156.0 ,137.6 ,18.4 ,"475,352 ","463,185 ",,,"12,167 "
,F,T,"367,722 ","3,576 ","4,267 ","367,031 ","72,205 ",16.9 ,139.3 ,127.7 ,11.6 ,"312,436 ","302,527 ",,,"9,909 "
,,N,"1,709,086 ","13,197 ","16,436 ","1,705,948 ",-,17.7 ,154.5 ,137.0 ,17.5 ,"459,042 ","446,723 ","393,825 ","52,898 ","12,319 "
,,P,"107,943 ","1,458 ","1,657 ","107,643 ",-,16.2 ,123.0 ,113.2 ,9.8 ,"178,457 ","176,403 ","160,197 ","16,206 ","2,054 "
,,,,,,,,,,,,,,,,
5,T,T,"2,304,291 ","16,916 ","24,006 ","2,297,201 ","234,708 ",17.6 ,150.5 ,135.5 ,15.0 ,"368,742 ","354,413 ","317,930 ","36,483 ","14,329 "
,M,T,"1,613,219 ","10,192 ","14,274 ","1,609,137 ","72,560 ",17.9 ,155.6 ,138.6 ,17.0 ,"415,028 ","398,094 ",,,"16,934 "
,F,T,"691,072 ","6,724 ","9,732 ","688,064 ","162,148 ",17.0 ,138.8 ,128.4 ,10.4 ,"260,599 ","252,355 ",,,"8,244 "
,,N,"2,067,261 ","13,973 ","18,514 ","2,062,493 ",-,17.8 ,153.9 ,138.1 ,15.8 ,"391,839 ","376,135 ","337,107 ","39,028 ","15,704 "
,,P,"237,030 ","2,943 ","5,492 ","234,708 ",-,16.4 ,121.8 ,113.2 ,8.6 ,"166,552 ","164,259 ","150,051 ","14,208 ","2,293 "
,,,,,,,,,,,,,,,,
7,T,T,"1,838,346 ","13,325 ","15,754 ","1,835,917 ","275,648 ",17.3 ,142.7 ,132.0 ,10.7 ,"297,743 ","289,641 ","268,990 ","20,651 ","8,102 "
,M,T,"1,189,549 ","8,275 ","9,655 ","1,188,169 ","65,039 ",17.6 ,149.9 ,137.1 ,12.8 ,"345,195 ","335,611 ",,,"9,584 "
,F,T,"648,797 ","5,050 ","6,099 ","647,748 ","210,609 ",16.8 ,129.4 ,122.7 ,6.7 ,"210,723 ","205,338 ",,,"5,385 "
,,N,"1,562,754 ","9,778 ","12,015 ","1,560,269 ",-,17.7 ,150.0 ,138.1 ,11.9 ,"327,193 ","317,747 ","294,415 ","23,332 ","9,446 "
,,P,"275,592 ","3,547 ","3,739 ","275,648 ",-,15.4 ,101.3 ,97.6 ,3.7 ,"130,898 ","130,409 ","124,947 ","5,462 ",489 
,,,,,,,,,,,,,,,,
9,T,T,"1,713,203 ","15,787 ","16,877 ","1,712,113 ","353,202 ",17.1 ,132.7 ,125.5 ,7.2 ,"278,399 ","266,737 ","253,993 ","12,744 ","11,662 "
,M,T,"1,082,881 ","10,873 ","9,484 ","1,084,270 ","89,647 ",17.6 ,143.1 ,133.7 ,9.4 ,"329,069 ","315,200 ",,,"13,869 "
,F,T,"630,322 ","4,914 ","7,393 ","627,843 ","263,555 ",16.2 ,114.5 ,111.2 ,3.3 ,"191,124 ","183,263 ",,,"7,861 "
,,N,"1,358,682 ","11,372 ","11,628 ","1,358,911 ",-,17.7 ,145.1 ,136.3 ,8.8 ,"322,691 ","308,347 ","292,722 ","15,625 ","14,344 "
,,P,"354,521 ","4,415 ","5,249 ","353,202 ",-,14.4 ,85.0 ,83.8 ,1.2 ,"108,327 ","106,961 ","105,277 ","1,684 ","1,366 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
F,,,電気・ガス・熱供給・水道業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,5頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"264,559 ","1,383 ","2,050 ","263,892 ","10,205 ",17.7 ,148.4 ,132.9 ,15.5 ,"588,982 ","490,920 ","431,557 ","59,363 ","98,062 "
,M,T,"220,728 ",976 ,"1,502 ","220,202 ","5,209 ",17.8 ,150.7 ,134.2 ,16.5 ,"617,376 ","513,757 ",,,"103,619 "
,F,T,"43,831 ",407 ,548 ,"43,690 ","4,996 ",17.1 ,137.3 ,126.8 ,10.5 ,"445,928 ","375,864 ",,,"70,064 "
,,N,"254,354 ","1,274 ","1,924 ","253,687 ",-,17.8 ,150.4 ,134.3 ,16.1 ,"605,166 ","504,050 ","442,447 ","61,603 ","101,116 "
,,P,"10,205 ",109 ,126 ,"10,205 ",-,14.6 ,99.5 ,97.8 ,1.7 ,"186,135 ","164,087 ","160,470 ","3,617 ","22,048 "
,,,,,,,,,,,,,,,,
0,T,T,"204,240 ","1,092 ","1,553 ","203,779 ","4,906 ",17.7 ,150.5 ,133.0 ,17.5 ,"647,659 ","526,631 ","457,082 ","69,549 ","121,028 "
,M,T,"169,844 ",685 ,"1,138 ","169,391 ","2,604 ",17.7 ,152.4 ,133.7 ,18.7 ,"681,083 ","551,708 ",,,"129,375 "
,F,T,"34,396 ",407 ,415 ,"34,388 ","2,302 ",17.3 ,141.0 ,129.2 ,11.8 ,"482,816 ","402,954 ",,,"79,862 "
,,N,"199,289 ","1,039 ","1,457 ","198,873 ",-,17.7 ,151.7 ,133.8 ,17.9 ,"658,937 ","535,387 ","464,190 ","71,197 ","123,550 "
,,P,"4,951 ",53 ,96 ,"4,906 ",-,14.8 ,102.4 ,101.0 ,1.4 ,"192,115 ","172,948 ","169,978 ","2,970 ","19,167 "
,,,,,,,,,,,,,,,,
1,T,T,"50,325 ",169 ,541 ,"49,953 ",336 ,17.7 ,153.1 ,131.0 ,22.1 ,"782,737 ","617,685 ","531,183 ","86,502 ","165,052 "
,M,T,"41,524 ",124 ,419 ,"41,229 ",255 ,17.8 ,154.9 ,131.8 ,23.1 ,"819,828 ","643,036 ",,,"176,792 "
,F,T,"8,801 ",45 ,122 ,"8,724 ",81 ,17.2 ,144.8 ,127.0 ,17.8 ,"607,592 ","497,977 ",,,"109,615 "
,,N,"49,983 ",169 ,535 ,"49,617 ",-,17.7 ,153.6 ,131.3 ,22.3 ,"786,716 ","620,541 ","533,522 ","87,019 ","166,175 "
,,P,342 ,0 ,6 ,336 ,-,10.4 ,80.4 ,76.9 ,3.5 ,"198,150 ","198,150 ","187,640 ","10,510 ",0 
,,,,,,,,,,,,,,,,
3,T,T,"22,487 ",336 ,147 ,"22,676 ",228 ,17.9 ,156.3 ,135.1 ,21.2 ,"695,496 ","559,311 ","479,434 ","79,877 ","136,185 "
,M,T,"19,114 ",262 ,110 ,"19,266 ",83 ,17.9 ,158.1 ,135.7 ,22.4 ,"729,432 ","583,219 ",,,"146,213 "
,F,T,"3,373 ",74 ,37 ,"3,410 ",145 ,17.7 ,146.1 ,131.7 ,14.4 ,"503,475 ","424,033 ",,,"79,442 "
,,N,"22,256 ",336 ,145 ,"22,448 ",-,17.9 ,156.8 ,135.4 ,21.4 ,"700,812 ","563,233 ","482,545 ","80,688 ","137,579 "
,,P,231 ,0 ,2 ,228 ,-,15.3 ,110.3 ,109.9 ,0.4 ,"177,721 ","177,346 ","176,457 ",889 ,375 
,,,,,,,,,,,,,,,,
4,T,T,"72,812 ",505 ,688 ,"72,629 ",564 ,17.7 ,154.1 ,132.2 ,21.9 ,"755,646 ","599,558 ","515,114 ","84,444 ","156,088 "
,M,T,"60,638 ",386 ,529 ,"60,495 ",338 ,17.8 ,155.9 ,133.0 ,22.9 ,"791,186 ","624,083 ",,,"167,103 "
,F,T,"12,174 ",119 ,159 ,"12,134 ",226 ,17.4 ,145.2 ,128.3 ,16.9 ,"578,538 ","477,343 ",,,"101,195 "
,,N,"72,239 ",505 ,680 ,"72,065 ",-,17.8 ,154.6 ,132.6 ,22.0 ,"760,103 ","602,787 ","517,729 ","85,058 ","157,316 "
,,P,573 ,0 ,8 ,564 ,-,12.4 ,92.4 ,90.2 ,2.2 ,"189,903 ","189,752 ","183,126 ","6,626 ",151 
,,,,,,,,,,,,,,,,
5,T,T,"64,605 ",319 ,386 ,"64,538 ","1,736 ",17.6 ,149.4 ,133.0 ,16.4 ,"640,765 ","495,769 ","433,341 ","62,428 ","144,996 "
,M,T,"53,195 ",171 ,270 ,"53,096 ",998 ,17.7 ,151.3 ,133.6 ,17.7 ,"671,596 ","518,160 ",,,"153,436 "
,F,T,"11,410 ",148 ,116 ,"11,442 ",738 ,17.2 ,140.6 ,130.1 ,10.5 ,"497,366 ","391,623 ",,,"105,743 "
,,N,"62,862 ",295 ,356 ,"62,802 ",-,17.7 ,150.7 ,133.8 ,16.9 ,"653,149 ","504,237 ","440,157 ","64,080 ","148,912 "
,,P,"1,743 ",24 ,30 ,"1,736 ",-,14.7 ,103.6 ,102.6 ,1.0 ,"193,459 ","189,898 ","187,147 ","2,751 ","3,561 "
,,,,,,,,,,,,,,,,
7,T,T,"66,823 ",268 ,479 ,"66,612 ","2,606 ",17.6 ,147.6 ,133.8 ,13.8 ,"536,627 ","477,011 ","416,806 ","60,205 ","59,616 "
,M,T,"56,011 ",128 ,339 ,"55,800 ","1,268 ",17.7 ,149.6 ,134.6 ,15.0 ,"570,818 ","505,190 ",,,"65,628 "
,F,T,"10,812 ",140 ,140 ,"10,812 ","1,338 ",17.4 ,136.8 ,129.2 ,7.6 ,"359,838 ","331,307 ",,,"28,531 "
,,N,"64,188 ",239 ,421 ,"64,006 ",-,17.7 ,149.3 ,135.0 ,14.3 ,"550,729 ","490,051 ","427,479 ","62,572 ","60,678 "
,,P,"2,635 ",29 ,58 ,"2,606 ",-,15.3 ,103.8 ,102.2 ,1.6 ,"191,704 ","158,052 ","155,729 ","2,323 ","33,652 "
,,,,,,,,,,,,,,,,
9,T,T,"60,319 ",291 ,497 ,"60,113 ","5,299 ",17.6 ,141.5 ,132.8 ,8.7 ,"390,185 ","369,931 ","345,077 ","24,854 ","20,254 "
,M,T,"50,884 ",291 ,364 ,"50,811 ","2,605 ",17.9 ,144.8 ,135.5 ,9.3 ,"404,866 ","387,161 ",,,"17,705 "
,F,T,"9,435 ",0 ,133 ,"9,302 ","2,694 ",16.4 ,123.3 ,117.8 ,5.5 ,"310,507 ","276,416 ",,,"34,091 "
,,N,"55,065 ",235 ,467 ,"54,814 ",-,18.0 ,145.8 ,136.4 ,9.4 ,"410,319 ","390,495 ","363,659 ","26,836 ","19,824 "
,,P,"5,254 ",56 ,30 ,"5,299 ",-,14.4 ,96.8 ,94.8 ,2.0 ,"180,549 ","155,810 ","151,588 ","4,222 ","24,739 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
G,,,情報通信業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,6頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"1,881,873 ","17,961 ","23,485 ","1,876,349 ","90,492 ",17.9 ,152.4 ,136.7 ,15.7 ,"450,721 ","432,257 ","396,042 ","36,215 ","18,464 "
,M,T,"1,305,504 ","12,475 ","15,038 ","1,302,941 ","28,179 ",18.1 ,156.1 ,139.1 ,17.0 ,"487,635 ","467,598 ",,,"20,037 "
,F,T,"576,369 ","5,486 ","8,447 ","573,408 ","62,313 ",17.4 ,143.8 ,131.1 ,12.7 ,"366,975 ","352,081 ",,,"14,894 "
,,N,"1,790,809 ","16,204 ","21,294 ","1,785,857 ",-,18.1 ,155.3 ,139.0 ,16.3 ,"465,668 ","446,565 ","408,776 ","37,789 ","19,103 "
,,P,"91,064 ","1,757 ","2,191 ","90,492 ",-,14.3 ,93.1 ,90.2 ,2.9 ,"156,253 ","150,379 ","145,174 ","5,205 ","5,874 "
,,,,,,,,,,,,,,,,
0,T,T,"1,596,992 ","14,060 ","19,267 ","1,591,785 ","61,295 ",17.9 ,152.8 ,136.5 ,16.3 ,"465,137 ","447,957 ","409,875 ","38,082 ","17,180 "
,M,T,"1,128,759 ","9,852 ","12,202 ","1,126,409 ","20,076 ",18.1 ,156.6 ,139.0 ,17.6 ,"499,805 ","480,863 ",,,"18,942 "
,F,T,"468,233 ","4,208 ","7,065 ","465,376 ","41,219 ",17.3 ,143.9 ,130.5 ,13.4 ,"381,397 ","368,473 ",,,"12,924 "
,,N,"1,535,012 ","12,916 ","17,441 ","1,530,490 ",-,18.0 ,155.3 ,138.5 ,16.8 ,"477,530 ","459,987 ","420,620 ","39,367 ","17,543 "
,,P,"61,980 ","1,144 ","1,826 ","61,295 ",-,14.0 ,89.8 ,86.5 ,3.3 ,"156,961 ","148,821 ","142,689 ","6,132 ","8,140 "
,,,,,,,,,,,,,,,,
1,T,T,"358,007 ","2,945 ","4,233 ","356,719 ","5,515 ",18.0 ,155.9 ,137.3 ,18.6 ,"569,012 ","540,466 ","492,247 ","48,219 ","28,546 "
,M,T,"260,594 ","2,151 ","2,870 ","259,875 ","2,263 ",18.2 ,158.1 ,138.8 ,19.3 ,"602,947 ","570,715 ",,,"32,232 "
,F,T,"97,413 ",794 ,"1,363 ","96,844 ","3,252 ",17.5 ,150.0 ,133.3 ,16.7 ,"478,092 ","459,421 ",,,"18,671 "
,,N,"352,521 ","2,802 ","4,114 ","351,204 ",-,18.1 ,157.0 ,138.2 ,18.8 ,"575,384 ","546,419 ","497,621 ","48,798 ","28,965 "
,,P,"5,486 ",143 ,119 ,"5,515 ",-,11.3 ,87.1 ,80.6 ,6.5 ,"161,482 ","159,693 ","148,535 ","11,158 ","1,789 "
,,,,,,,,,,,,,,,,
3,T,T,"327,378 ","4,282 ","4,164 ","327,496 ","11,640 ",17.9 ,153.1 ,135.8 ,17.3 ,"480,570 ","466,334 ","421,894 ","44,440 ","14,236 "
,M,T,"231,832 ","3,018 ","2,860 ","231,990 ","3,785 ",18.1 ,156.8 ,138.5 ,18.3 ,"515,826 ","501,513 ",,,"14,313 "
,F,T,"95,546 ","1,264 ","1,304 ","95,506 ","7,855 ",17.3 ,144.0 ,129.2 ,14.8 ,"394,981 ","380,931 ",,,"14,050 "
,,N,"315,653 ","4,135 ","3,943 ","315,856 ",-,18.0 ,155.3 ,137.5 ,17.8 ,"491,720 ","477,393 ","431,625 ","45,768 ","14,327 "
,,P,"11,725 ",147 ,221 ,"11,640 ",-,14.1 ,93.6 ,89.0 ,4.6 ,"179,232 ","167,439 ","158,879 ","8,560 ","11,793 "
,,,,,,,,,,,,,,,,
4,T,T,"685,385 ","7,227 ","8,397 ","684,215 ","17,155 ",18.0 ,154.6 ,136.6 ,18.0 ,"526,724 ","505,020 ","458,608 ","46,412 ","21,704 "
,M,T,"492,426 ","5,169 ","5,730 ","491,865 ","6,048 ",18.2 ,157.4 ,138.6 ,18.8 ,"561,893 ","538,105 ",,,"23,788 "
,F,T,"192,959 ","2,058 ","2,667 ","192,350 ","11,107 ",17.4 ,147.1 ,131.3 ,15.8 ,"436,882 ","420,503 ",,,"16,379 "
,,N,"668,174 ","6,937 ","8,057 ","667,060 ",-,18.1 ,156.2 ,137.9 ,18.3 ,"535,815 ","513,773 ","466,408 ","47,365 ","22,042 "
,,P,"17,211 ",290 ,340 ,"17,155 ",-,13.2 ,91.5 ,86.3 ,5.2 ,"173,550 ","164,959 ","155,568 ","9,391 ","8,591 "
,,,,,,,,,,,,,,,,
5,T,T,"514,655 ","3,937 ","6,561 ","512,031 ","23,664 ",17.8 ,152.0 ,135.9 ,16.1 ,"437,537 ","426,489 ","391,344 ","35,145 ","11,048 "
,M,T,"359,105 ","2,732 ","3,879 ","357,958 ","8,826 ",18.0 ,156.5 ,139.0 ,17.5 ,"470,890 ","458,169 ",,,"12,721 "
,F,T,"155,550 ","1,205 ","2,682 ","154,073 ","14,838 ",17.1 ,141.5 ,128.6 ,12.9 ,"360,293 ","353,121 ",,,"7,172 "
,,N,"490,940 ","3,280 ","5,850 ","488,367 ",-,18.0 ,155.1 ,138.3 ,16.8 ,"450,884 ","439,703 ","403,167 ","36,536 ","11,181 "
,,P,"23,715 ",657 ,711 ,"23,664 ",-,13.2 ,87.6 ,84.7 ,2.9 ,"161,641 ","153,356 ","146,964 ","6,392 ","8,285 "
,,,,,,,,,,,,,,,,
7,T,T,"396,952 ","2,896 ","4,309 ","395,539 ","20,476 ",17.9 ,150.8 ,137.1 ,13.7 ,"394,458 ","377,153 ","349,661 ","27,492 ","17,305 "
,M,T,"277,228 ","1,951 ","2,593 ","276,586 ","5,202 ",18.1 ,154.8 ,139.4 ,15.4 ,"426,890 ","408,509 ",,,"18,381 "
,F,T,"119,724 ",945 ,"1,716 ","118,953 ","15,274 ",17.5 ,141.5 ,131.5 ,10.0 ,"319,202 ","304,394 ",,,"14,808 "
,,N,"375,898 ","2,699 ","3,534 ","375,063 ",-,18.1 ,154.1 ,139.7 ,14.4 ,"408,647 ","390,805 ","361,966 ","28,839 ","17,842 "
,,P,"21,054 ",197 ,775 ,"20,476 ",-,15.5 ,91.1 ,88.8 ,2.3 ,"137,895 ","130,293 ","127,154 ","3,139 ","7,602 "
,,,,,,,,,,,,,,,,
9,T,T,"284,881 ","3,901 ","4,218 ","284,564 ","29,197 ",18.0 ,149.8 ,137.8 ,12.0 ,"369,992 ","344,338 ","318,581 ","25,757 ","25,654 "
,M,T,"176,745 ","2,623 ","2,836 ","176,532 ","8,103 ",18.1 ,153.6 ,140.1 ,13.5 ,"409,950 ","382,920 ",,,"27,030 "
,F,T,"108,136 ","1,278 ","1,382 ","108,032 ","21,094 ",17.7 ,143.7 ,134.0 ,9.7 ,"304,688 ","281,284 ",,,"23,404 "
,,N,"255,797 ","3,288 ","3,853 ","255,367 ",-,18.3 ,155.5 ,142.3 ,13.2 ,"394,533 ","366,077 ","337,753 ","28,324 ","28,456 "
,,P,"29,084 ",613 ,365 ,"29,197 ",-,14.8 ,99.7 ,97.8 ,1.9 ,"154,752 ","153,673 ","150,428 ","3,245 ","1,079 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
H,,,運輸業，郵便業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,7頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"2,943,975 ","23,635 ","38,084 ","2,929,526 ","528,346 ",18.4 ,156.2 ,136.1 ,20.1 ,"332,899 ","322,774 ","280,399 ","42,375 ","10,125 "
,M,T,"2,211,976 ","17,503 ","24,078 ","2,205,401 ","226,893 ",19.0 ,166.2 ,142.4 ,23.8 ,"367,594 ","355,675 ",,,"11,919 "
,F,T,"731,999 ","6,132 ","14,006 ","724,125 ","301,453 ",16.6 ,125.9 ,116.9 ,9.0 ,"227,646 ","222,962 ",,,"4,684 "
,,N,"2,403,751 ","18,299 ","25,914 ","2,401,180 ",-,19.2 ,169.8 ,146.4 ,23.4 ,"376,964 ","364,930 ","315,342 ","49,588 ","12,034 "
,,P,"540,224 ","5,336 ","12,170 ","528,346 ",-,14.9 ,95.0 ,89.6 ,5.4 ,"134,757 ","133,215 ","123,272 ","9,943 ","1,542 "
,,,,,,,,,,,,,,,,
0,T,T,"2,116,905 ","18,004 ","30,268 ","2,104,641 ","418,410 ",18.3 ,154.1 ,134.2 ,19.9 ,"343,356 ","332,119 ","287,571 ","44,548 ","11,237 "
,M,T,"1,543,463 ","12,804 ","17,854 ","1,538,413 ","182,120 ",18.8 ,164.4 ,140.7 ,23.7 ,"383,432 ","370,153 ",,,"13,279 "
,F,T,"573,442 ","5,200 ","12,414 ","566,228 ","236,290 ",16.7 ,126.2 ,116.7 ,9.5 ,"234,983 ","229,266 ",,,"5,717 "
,,N,"1,686,140 ","13,997 ","19,127 ","1,686,231 ",-,19.0 ,167.9 ,144.6 ,23.3 ,"394,330 ","380,704 ","327,815 ","52,889 ","13,626 "
,,P,"430,765 ","4,007 ","11,141 ","418,410 ",-,15.3 ,99.3 ,93.1 ,6.2 ,"140,921 ","139,171 ","127,748 ","11,423 ","1,750 "
,,,,,,,,,,,,,,,,
1,T,T,"115,208 ","1,698 ","1,773 ","115,133 ","16,275 ",16.5 ,130.0 ,120.7 ,9.3 ,"470,581 ","430,796 ","369,899 ","60,897 ","39,785 "
,M,T,"59,187 ",651 ,800 ,"59,038 ","8,227 ",17.6 ,143.6 ,130.8 ,12.8 ,"604,135 ","537,730 ",,,"66,405 "
,F,T,"56,021 ","1,047 ",973 ,"56,095 ","8,048 ",15.4 ,115.6 ,110.0 ,5.6 ,"329,748 ","318,034 ",,,"11,714 "
,,N,"98,706 ","1,432 ","1,280 ","98,858 ",-,16.8 ,136.9 ,126.4 ,10.5 ,"525,573 ","479,222 ","409,949 ","69,273 ","46,351 "
,,P,"16,502 ",266 ,493 ,"16,275 ",-,14.9 ,88.5 ,86.1 ,2.4 ,"139,109 ","138,902 ","128,489 ","10,413 ",207 
,,,,,,,,,,,,,,,,
3,T,T,"134,742 ","1,032 ","1,998 ","133,776 ","25,488 ",18.0 ,147.0 ,132.1 ,14.9 ,"394,286 ","380,625 ","335,638 ","44,987 ","13,661 "
,M,T,"95,863 ",730 ,"1,254 ","95,339 ","12,536 ",18.5 ,155.4 ,137.6 ,17.8 ,"443,558 ","427,410 ",,,"16,148 "
,F,T,"38,879 ",302 ,744 ,"38,437 ","12,952 ",16.8 ,126.2 ,118.3 ,7.9 ,"272,438 ","264,927 ",,,"7,511 "
,,N,"108,735 ",769 ,"1,216 ","108,288 ",-,18.7 ,159.3 ,141.9 ,17.4 ,"451,878 ","435,242 ","382,860 ","52,382 ","16,636 "
,,P,"26,007 ",263 ,782 ,"25,488 ",-,15.2 ,94.8 ,90.4 ,4.4 ,"151,570 ","150,447 ","136,626 ","13,821 ","1,123 "
,,,,,,,,,,,,,,,,
4,T,T,"249,950 ","2,730 ","3,771 ","248,909 ","41,763 ",17.3 ,139.1 ,126.8 ,12.3 ,"429,514 ","403,791 ","351,458 ","52,333 ","25,723 "
,M,T,"155,050 ","1,381 ","2,054 ","154,377 ","20,763 ",18.1 ,150.9 ,135.0 ,15.9 ,"504,911 ","469,561 ",,,"35,350 "
,F,T,"94,900 ","1,349 ","1,717 ","94,532 ","21,000 ",16.0 ,119.9 ,113.4 ,6.5 ,"306,357 ","296,359 ",,,"9,998 "
,,N,"207,441 ","2,201 ","2,496 ","207,146 ",-,17.8 ,148.6 ,134.5 ,14.1 ,"486,996 ","456,200 ","395,769 ","60,431 ","30,796 "
,,P,"42,509 ",529 ,"1,275 ","41,763 ",-,15.1 ,92.3 ,88.7 ,3.6 ,"146,724 ","145,957 ","133,462 ","12,495 ",767 
,,,,,,,,,,,,,,,,
5,T,T,"905,143 ","4,834 ","12,356 ","897,621 ","177,584 ",18.5 ,154.2 ,134.7 ,19.5 ,"362,684 ","349,266 ","303,703 ","45,563 ","13,418 "
,M,T,"659,403 ","3,099 ","6,988 ","655,514 ","75,481 ",19.2 ,165.4 ,142.1 ,23.3 ,"410,836 ","394,907 ",,,"15,929 "
,F,T,"245,740 ","1,735 ","5,368 ","242,107 ","102,103 ",16.5 ,124.0 ,114.7 ,9.3 ,"232,898 ","226,246 ",,,"6,652 "
,,N,"718,914 ","3,211 ","7,375 ","720,037 ",-,19.3 ,168.5 ,145.8 ,22.7 ,"418,940 ","402,438 ","348,101 ","54,337 ","16,502 "
,,P,"186,229 ","1,623 ","4,981 ","177,584 ",-,15.2 ,97.2 ,90.5 ,6.7 ,"140,179 ","138,958 ","128,095 ","10,863 ","1,221 "
,,,,,,,,,,,,,,,,
7,T,T,"961,812 ","10,440 ","14,141 ","958,111 ","199,063 ",18.3 ,157.9 ,135.7 ,22.2 ,"302,820 ","297,395 ","255,823 ","41,572 ","5,425 "
,M,T,"729,010 ","8,324 ","8,812 ","728,522 ","85,876 ",18.7 ,166.4 ,140.6 ,25.8 ,"332,920 ","326,718 ",,,"6,202 "
,F,T,"232,802 ","2,116 ","5,329 ","229,589 ","113,187 ",17.1 ,131.1 ,120.2 ,10.9 ,"207,942 ","204,965 ",,,"2,977 "
,,N,"759,785 ","8,585 ","9,256 ","759,048 ",-,19.1 ,172.5 ,146.1 ,26.4 ,"345,719 ","339,504 ","290,045 ","49,459 ","6,215 "
,,P,"202,027 ","1,855 ","4,885 ","199,063 ",-,15.4 ,102.6 ,96.2 ,6.4 ,"140,374 ","137,938 ","126,233 ","11,705 ","2,436 "
,,,,,,,,,,,,,,,,
9,T,T,"827,070 ","5,631 ","7,816 ","824,885 ","109,936 ",18.9 ,161.6 ,140.8 ,20.8 ,"306,177 ","298,893 ","262,070 ","36,823 ","7,284 "
,M,T,"668,513 ","4,699 ","6,224 ","666,988 ","44,773 ",19.5 ,170.3 ,146.3 ,24.0 ,"331,046 ","322,265 ",,,"8,781 "
,F,T,"158,557 ",932 ,"1,592 ","157,897 ","65,163 ",16.5 ,124.9 ,117.7 ,7.2 ,"201,225 ","200,259 ",,,966 
,,N,"717,611 ","4,302 ","6,787 ","714,949 ",-,19.8 ,174.4 ,150.8 ,23.6 ,"336,083 ","327,797 ","285,981 ","41,816 ","8,286 "
,,P,"109,459 ","1,329 ","1,029 ","109,936 ",-,13.2 ,78.4 ,76.1 ,2.3 ,"110,898 ","110,161 ","105,944 ","4,217 ",737 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
