産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,M,T,"37,378 ",151 ,240 ,"37,289 ","1,034 ",17.8 ,155.7 ,140.1 ,15.6 ,"385,657 ","385,303 ",,,354 
,F,T,"14,948 ",25 ,101 ,"14,872 ","3,028 ",17.1 ,138.5 ,129.7 ,8.8 ,"250,663 ","250,492 ",,,171 
,,N,"48,201 ",151 ,253 ,"48,099 ",-,17.7 ,153.5 ,139.2 ,14.3 ,"363,687 ","363,360 ","332,791 ","30,569 ",327 
,,P,"4,125 ",25 ,88 ,"4,062 ",-,16.3 ,118.8 ,113.1 ,5.7 ,"152,373 ","152,373 ","143,911 ","8,462 ",0 
,,,,,,,,,,,,,,,,
7,T,T,"40,838 ",162 ,226 ,"40,774 ","7,015 ",17.1 ,142.0 ,131.7 ,10.3 ,"280,501 ","265,952 ","248,454 ","17,498 ","14,549 "
,M,T,"23,801 ",97 ,161 ,"23,737 ",968 ,17.4 ,149.9 ,137.1 ,12.8 ,"343,358 ","319,950 ",,,"23,408 "
,F,T,"17,037 ",65 ,65 ,"17,037 ","6,047 ",16.8 ,131.1 ,124.3 ,6.8 ,"192,808 ","190,618 ",,,"2,190 "
,,N,"33,855 ",162 ,194 ,"33,759 ",-,17.5 ,150.5 ,138.1 ,12.4 ,"313,659 ","296,193 ","275,142 ","21,051 ","17,466 "
,,P,"6,983 ",0 ,32 ,"7,015 ",-,15.7 ,101.2 ,101.0 ,0.2 ,"120,343 ","119,882 ","119,545 ",337 ,461 
,,,,,,,,,,,,,,,,
9,T,T,"30,629 ",490 ,350 ,"30,769 ","4,749 ",17.1 ,136.2 ,127.7 ,8.5 ,"265,431 ","263,584 ","248,491 ","15,093 ","1,847 "
,M,T,"19,421 ",400 ,278 ,"19,543 ",735 ,17.5 ,149.0 ,136.9 ,12.1 ,"323,506 ","320,982 ",,,"2,524 "
,F,T,"11,208 ",90 ,72 ,"11,226 ","4,014 ",16.3 ,114.2 ,111.8 ,2.4 ,"164,566 ","163,894 ",,,672 
,,N,"25,901 ",446 ,280 ,"26,020 ",-,17.6 ,147.1 ,137.1 ,10.0 ,"296,272 ","294,129 ","276,345 ","17,784 ","2,143 "
,,P,"4,728 ",44 ,70 ,"4,749 ",-,14.3 ,76.8 ,76.3 ,0.5 ,"96,465 ","96,236 ","95,885 ",351 ,229 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E292,,,産業用電気機械器具製造業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,95頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"104,389 ",341 ,"1,451 ","103,279 ","13,956 ",16.4 ,132.7 ,123.8 ,8.9 ,"328,457 ","325,363 ","300,667 ","24,696 ","3,094 "
,M,T,"66,544 ",299 ,700 ,"66,143 ","2,562 ",16.6 ,138.8 ,127.4 ,11.4 ,"394,212 ","390,491 ",,,"3,721 "
,F,T,"37,845 ",42 ,751 ,"37,136 ","11,394 ",16.0 ,121.8 ,117.4 ,4.4 ,"212,099 ","210,113 ",,,"1,986 "
,,N,"90,130 ",331 ,"1,119 ","89,323 ",-,16.7 ,139.9 ,129.7 ,10.2 ,"362,318 ","358,738 ","330,354 ","28,384 ","3,580 "
,,P,"14,259 ",10 ,332 ,"13,956 ",-,14.8 ,87.2 ,86.4 ,0.8 ,"113,099 ","113,094 ","111,853 ","1,241 ",5 
,,,,,,,,,,,,,,,,
0,T,T,"88,562 ",341 ,"1,388 ","87,515 ","7,270 ",16.4 ,136.8 ,126.9 ,9.9 ,"346,495 ","342,845 ","314,540 ","28,305 ","3,650 "
,M,T,"58,407 ",299 ,637 ,"58,069 ","1,662 ",16.6 ,140.4 ,128.0 ,12.4 ,"404,260 ","400,022 ",,,"4,238 "
,F,T,"30,155 ",42 ,751 ,"29,446 ","5,608 ",16.0 ,129.9 ,124.7 ,5.2 ,"233,605 ","231,106 ",,,"2,499 "
,,N,"80,989 ",331 ,"1,056 ","80,245 ",-,16.6 ,140.5 ,129.7 ,10.8 ,"366,929 ","362,944 ","332,177 ","30,767 ","3,985 "
,,P,"7,573 ",10 ,332 ,"7,270 ",-,14.4 ,97.3 ,96.2 ,1.1 ,"124,520 ","124,510 ","122,949 ","1,561 ",10 
,,,,,,,,,,,,,,,,
1,T,T,"28,202 ",99 ,238 ,"28,063 ",18 ,16.4 ,142.3 ,128.2 ,14.1 ,"447,369 ","444,928 ","397,325 ","47,603 ","2,441 "
,M,T,"23,960 ",90 ,218 ,"23,832 ",16 ,16.5 ,143.9 ,128.9 ,15.0 ,"471,818 ","469,175 ",,,"2,643 "
,F,T,"4,242 ",9 ,20 ,"4,231 ",2 ,16.0 ,132.7 ,123.9 ,8.8 ,"309,466 ","308,165 ",,,"1,301 "
,,N,"28,184 ",99 ,238 ,"28,045 ",-,16.4 ,142.2 ,128.1 ,14.1 ,"447,515 ","445,075 ","397,443 ","47,632 ","2,440 "
,,P,18 ,0 ,0 ,18 ,-,21.2 ,164.5 ,164.5 ,0.0 ,"219,167 ","215,056 ","212,056 ","3,000 ","4,111 "
,,,,,,,,,,,,,,,,
3,T,T,"6,506 ",65 ,45 ,"6,526 ",51 ,17.4 ,149.4 ,133.6 ,15.8 ,"385,868 ","385,868 ","338,107 ","47,761 ",0 
,M,T,"5,092 ",61 ,37 ,"5,116 ",10 ,17.8 ,155.0 ,137.2 ,17.8 ,"418,907 ","418,907 ",,,0 
,F,T,"1,414 ",4 ,8 ,"1,410 ",41 ,15.7 ,129.1 ,120.6 ,8.5 ,"266,441 ","266,441 ",,,0 
,,N,"6,456 ",65 ,45 ,"6,475 ",-,17.4 ,149.8 ,133.9 ,15.9 ,"387,812 ","387,812 ","339,685 ","48,127 ",0 
,,P,50 ,0 ,0 ,51 ,-,16.2 ,100.4 ,99.8 ,0.6 ,"136,950 ","136,950 ","136,059 ",891 ,0 
,,,,,,,,,,,,,,,,
4,T,T,"34,708 ",164 ,283 ,"34,589 ",69 ,16.6 ,143.6 ,129.2 ,14.4 ,"435,803 ","433,821 ","386,188 ","47,633 ","1,982 "
,M,T,"29,052 ",151 ,255 ,"28,948 ",26 ,16.7 ,145.9 ,130.4 ,15.5 ,"462,506 ","460,328 ",,,"2,178 "
,F,T,"5,656 ",13 ,28 ,"5,641 ",43 ,15.9 ,131.8 ,123.1 ,8.7 ,"298,711 ","297,735 ",,,976 
,,N,"34,640 ",164 ,283 ,"34,520 ",-,16.6 ,143.6 ,129.2 ,14.4 ,"436,353 ","434,369 ","386,645 ","47,724 ","1,984 "
,,P,68 ,0 ,0 ,69 ,-,17.5 ,117.2 ,116.8 ,0.4 ,"158,554 ","157,474 ","156,029 ","1,445 ","1,080 "
,,,,,,,,,,,,,,,,
5,T,T,"31,186 ",125 ,335 ,"30,976 ","1,158 ",16.4 ,141.4 ,130.3 ,11.1 ,"327,754 ","319,626 ","295,292 ","24,334 ","8,128 "
,M,T,"18,943 ",96 ,172 ,"18,867 ",306 ,16.7 ,145.9 ,132.3 ,13.6 ,"383,214 ","373,499 ",,,"9,715 "
,F,T,"12,243 ",29 ,163 ,"12,109 ",852 ,16.0 ,134.4 ,127.1 ,7.3 ,"241,643 ","235,980 ",,,"5,663 "
,,N,"30,028 ",115 ,306 ,"29,818 ",-,16.5 ,142.7 ,131.2 ,11.5 ,"335,313 ","326,870 ","301,750 ","25,120 ","8,443 "
,,P,"1,158 ",10 ,29 ,"1,158 ",-,15.4 ,107.2 ,104.9 ,2.3 ,"132,447 ","132,447 ","128,421 ","4,026 ",0 
,,,,,,,,,,,,,,,,
7,T,T,"22,668 ",52 ,770 ,"21,950 ","6,043 ",16.2 ,119.9 ,118.5 ,1.4 ,"233,895 ","233,895 ","230,077 ","3,818 ",0 
,M,T,"10,412 ",52 ,210 ,"10,254 ","1,330 ",16.2 ,114.5 ,113.2 ,1.3 ,"279,295 ","279,295 ",,,0 
,F,T,"12,256 ",0 ,560 ,"11,696 ","4,713 ",16.1 ,124.4 ,123.0 ,1.4 ,"194,724 ","194,724 ",,,0 
,,N,"16,321 ",52 ,467 ,"15,907 ",-,16.9 ,129.2 ,127.7 ,1.5 ,"276,659 ","276,659 ","271,796 ","4,863 ",0 
,,P,"6,347 ",0 ,303 ,"6,043 ",-,14.2 ,95.2 ,94.3 ,0.9 ,"122,662 ","122,662 ","121,560 ","1,102 ",0 
,,,,,,,,,,,,,,,,
9,T,T,"15,827 ",0 ,63 ,"15,764 ","6,686 ",16.4 ,109.8 ,106.8 ,3.0 ,"227,928 ","227,928 ","223,348 ","4,580 ",0 
,M,T,"8,137 ",0 ,63 ,"8,074 ",900 ,16.8 ,128.3 ,123.6 ,4.7 ,"322,009 ","322,009 ",,,0 
,F,T,"7,690 ",0 ,0 ,"7,690 ","5,786 ",15.9 ,90.3 ,89.1 ,1.2 ,"128,764 ","128,764 ",,,0 
,,N,"9,141 ",0 ,63 ,"9,078 ",-,17.2 ,134.7 ,129.8 ,4.9 ,"321,512 ","321,512 ","314,220 ","7,292 ",0 
,,P,"6,686 ",0 ,0 ,"6,686 ",-,15.3 ,76.0 ,75.5 ,0.5 ,"100,423 ","100,423 ","99,538 ",885 ,0 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E311,,,自動車・同附属品製造業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,96頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"775,604 ","7,754 ","8,777 ","774,581 ","24,423 ",17.5 ,154.9 ,136.5 ,18.4 ,"405,428 ","403,457 ","349,864 ","53,593 ","1,971 "
,M,T,"643,665 ","6,231 ","7,097 ","642,799 ","8,969 ",17.7 ,158.6 ,138.7 ,19.9 ,"431,889 ","429,834 ",,,"2,055 "
,F,T,"131,939 ","1,523 ","1,680 ","131,782 ","15,454 ",16.6 ,136.8 ,125.7 ,11.1 ,"276,346 ","274,788 ",,,"1,558 "
,,N,"751,031 ","7,429 ","8,249 ","750,158 ",-,17.6 ,156.7 ,137.9 ,18.8 ,"414,257 ","412,230 ","357,218 ","55,012 ","2,027 "
,,P,"24,573 ",325 ,528 ,"24,423 ",-,15.4 ,99.8 ,93.1 ,6.7 ,"134,922 ","134,674 ","124,564 ","10,110 ",248 
,,,,,,,,,,,,,,,,
0,T,T,"721,630 ","6,438 ","8,139 ","719,929 ","15,215 ",17.6 ,156.3 ,137.3 ,19.0 ,"413,754 ","412,241 ","356,197 ","56,044 ","1,513 "
,M,T,"608,554 ","5,053 ","6,737 ","606,870 ","6,441 ",17.7 ,159.2 ,138.9 ,20.3 ,"437,168 ","435,528 ",,,"1,640 "
,F,T,"113,076 ","1,385 ","1,402 ","113,059 ","8,774 ",16.7 ,140.3 ,128.2 ,12.1 ,"287,904 ","287,075 ",,,829 
,,N,"706,242 ","6,170 ","7,696 ","704,714 ",-,17.6 ,157.3 ,138.1 ,19.2 ,"419,425 ","417,886 ","360,956 ","56,930 ","1,539 "
,,P,"15,388 ",268 ,443 ,"15,215 ",-,15.3 ,108.0 ,97.9 ,10.1 ,"152,251 ","151,962 ","136,733 ","15,229 ",289 
,,,,,,,,,,,,,,,,
1,T,T,"368,407 ","3,359 ","4,072 ","367,694 ","1,325 ",17.6 ,156.0 ,137.2 ,18.8 ,"469,817 ","468,272 ","403,729 ","64,543 ","1,545 "
,M,T,"327,328 ","2,933 ","3,541 ","326,720 ",835 ,17.7 ,157.9 ,138.3 ,19.6 ,"484,749 ","483,120 ",,,"1,629 "
,F,T,"41,079 ",426 ,531 ,"40,974 ",490 ,16.6 ,140.7 ,128.5 ,12.2 ,"350,797 ","349,917 ",,,880 
,,N,"367,080 ","3,335 ","4,045 ","366,369 ",-,17.6 ,156.0 ,137.2 ,18.8 ,"470,480 ","468,932 ","404,224 ","64,708 ","1,548 "
,,P,"1,327 ",24 ,27 ,"1,325 ",-,16.1 ,123.4 ,116.8 ,6.6 ,"286,500 ","285,875 ","266,828 ","19,047 ",625 
,,,,,,,,,,,,,,,,
3,T,T,"93,054 ",674 ,864 ,"92,864 ",723 ,17.8 ,159.9 ,139.9 ,20.0 ,"400,751 ","400,416 ","345,342 ","55,074 ",335 
,M,T,"80,400 ",529 ,700 ,"80,229 ",227 ,17.9 ,162.5 ,141.4 ,21.1 ,"418,276 ","417,982 ",,,294 
,F,T,"12,654 ",145 ,164 ,"12,635 ",496 ,16.7 ,143.2 ,130.6 ,12.6 ,"289,440 ","288,841 ",,,599 
,,N,"92,334 ",664 ,856 ,"92,141 ",-,17.8 ,160.2 ,140.1 ,20.1 ,"402,488 ","402,151 ","346,725 ","55,426 ",337 
,,P,720 ,10 ,8 ,723 ,-,16.7 ,122.1 ,117.3 ,4.8 ,"178,685 ","178,614 ","168,567 ","10,047 ",71 
,,,,,,,,,,,,,,,,
4,T,T,"461,461 ","4,033 ","4,936 ","460,558 ","2,048 ",17.6 ,156.7 ,137.7 ,19.0 ,"455,891 ","454,590 ","391,956 ","62,634 ","1,301 "
,M,T,"407,728 ","3,462 ","4,241 ","406,949 ","1,062 ",17.7 ,158.8 ,138.9 ,19.9 ,"471,642 ","470,277 ",,,"1,365 "
,F,T,"53,733 ",571 ,695 ,"53,609 ",986 ,16.6 ,141.3 ,129.0 ,12.3 ,"336,342 ","335,528 ",,,814 
,,N,"459,414 ","3,999 ","4,901 ","458,510 ",-,17.6 ,156.9 ,137.8 ,19.1 ,"456,816 ","455,511 ","392,669 ","62,842 ","1,305 "
,,P,"2,047 ",34 ,35 ,"2,048 ",-,16.3 ,122.9 ,117.0 ,5.9 ,"248,508 ","248,078 ","232,203 ","15,875 ",430 
,,,,,,,,,,,,,,,,
5,T,T,"175,106 ","1,302 ","2,296 ","174,112 ","2,908 ",17.5 ,157.8 ,138.2 ,19.6 ,"362,963 ","362,179 ","310,883 ","51,296 ",784 
,M,T,"141,549 ",874 ,"1,933 ","140,490 ","1,336 ",17.7 ,161.6 ,140.1 ,21.5 ,"386,615 ","385,770 ",,,845 
,F,T,"33,557 ",428 ,363 ,"33,622 ","1,572 ",16.8 ,142.3 ,130.6 ,11.7 ,"263,662 ","263,135 ",,,527 
,,N,"172,183 ","1,277 ","2,256 ","171,204 ",-,17.6 ,158.8 ,138.9 ,19.9 ,"366,549 ","365,762 ","313,698 ","52,064 ",787 
,,P,"2,923 ",25 ,40 ,"2,908 ",-,15.6 ,104.3 ,99.4 ,4.9 ,"151,791 ","151,150 ","145,073 ","6,077 ",641 
,,,,,,,,,,,,,,,,
7,T,T,"85,063 ","1,103 ",907 ,"85,259 ","10,259 ",17.3 ,150.0 ,132.7 ,17.3 ,"289,785 ","285,634 ","255,526 ","30,108 ","4,151 "
,M,T,"59,277 ",717 ,563 ,"59,431 ","4,043 ",17.6 ,156.4 ,136.7 ,19.7 ,"320,684 ","315,273 ",,,"5,411 "
,F,T,"25,786 ",386 ,344 ,"25,828 ","6,216 ",16.7 ,135.1 ,123.2 ,11.9 ,"218,719 ","217,465 ",,,"1,254 "
,,N,"74,645 ",894 ,539 ,"75,000 ",-,17.6 ,156.0 ,138.0 ,18.0 ,"311,405 ","306,702 ","274,877 ","31,825 ","4,703 "
,,P,"10,418 ",209 ,368 ,"10,259 ",-,15.0 ,106.0 ,93.7 ,12.3 ,"133,317 ","133,155 ","115,474 ","17,681 ",162 
,,,,,,,,,,,,,,,,
9,T,T,"53,974 ","1,316 ",638 ,"54,652 ","9,208 ",17.2 ,137.3 ,126.5 ,10.8 ,"294,943 ","286,895 ","265,832 ","21,063 ","8,048 "
,M,T,"35,111 ","1,178 ",360 ,"35,929 ","2,528 ",17.7 ,148.4 ,134.8 ,13.6 ,"341,574 ","332,413 ",,,"9,161 "
,F,T,"18,863 ",138 ,278 ,"18,723 ","6,680 ",16.2 ,116.3 ,110.8 ,5.5 ,"206,809 ","200,865 ",,,"5,944 "
,,N,"44,789 ","1,259 ",553 ,"45,444 ",-,17.5 ,147.7 ,134.9 ,12.8 ,"333,439 ","323,787 ","298,756 ","25,031 ","9,652 "
,,P,"9,185 ",57 ,85 ,"9,208 ",-,15.6 ,86.1 ,85.0 ,1.1 ,"106,091 ","105,911 ","104,317 ","1,594 ",180 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
G391,,,ソフトウェア業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,97頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"1,080,540 ","9,872 ","13,118 ","1,077,294 ","22,778 ",17.9 ,153.9 ,137.8 ,16.1 ,"448,480 ","429,500 ","394,133 ","35,367 ","18,980 "
,M,T,"804,258 ","7,153 ","8,867 ","802,544 ","6,643 ",18.1 ,156.7 ,139.7 ,17.0 ,"474,314 ","454,013 ",,,"20,301 "
,F,T,"276,282 ","2,719 ","4,251 ","274,750 ","16,135 ",17.4 ,145.7 ,132.3 ,13.4 ,"373,150 ","358,022 ",,,"15,128 "
,,N,"1,057,098 ","9,660 ","12,422 ","1,054,516 ",-,18.0 ,155.3 ,138.9 ,16.4 ,"454,806 ","435,515 ","399,495 ","36,020 ","19,291 "
,,P,"23,442 ",212 ,696 ,"22,778 ",-,14.1 ,91.0 ,88.3 ,2.7 ,"159,524 ","154,723 ","149,158 ","5,565 ","4,801 "
,,,,,,,,,,,,,,,,
0,T,T,"915,916 ","8,356 ","11,240 ","913,032 ","12,987 ",17.9 ,155.5 ,138.5 ,17.0 ,"457,935 ","441,133 ","403,716 ","37,417 ","16,802 "
,M,T,"687,611 ","6,136 ","7,514 ","686,233 ","4,299 ",18.1 ,158.2 ,140.4 ,17.8 ,"483,001 ","464,414 ",,,"18,587 "
,F,T,"228,305 ","2,220 ","3,726 ","226,799 ","8,688 ",17.5 ,147.2 ,132.8 ,14.4 ,"382,265 ","370,854 ",,,"11,411 "
,,N,"902,594 ","8,198 ","10,725 ","900,045 ",-,18.0 ,156.4 ,139.2 ,17.2 ,"462,039 ","445,098 ","407,250 ","37,848 ","16,941 "
,,P,"13,322 ",158 ,515 ,"12,987 ",-,14.2 ,92.3 ,88.7 ,3.6 ,"176,697 ","169,448 ","161,617 ","7,831 ","7,249 "
,,,,,,,,,,,,,,,,
1,T,T,"188,194 ","1,305 ","2,051 ","187,448 ",939 ,18.2 ,156.7 ,137.0 ,19.7 ,"539,995 ","505,096 ","460,627 ","44,469 ","34,899 "
,M,T,"142,224 ",996 ,"1,493 ","141,727 ",524 ,18.3 ,158.6 ,138.4 ,20.2 ,"568,991 ","530,080 ",,,"38,911 "
,F,T,"45,970 ",309 ,558 ,"45,721 ",415 ,17.8 ,150.6 ,132.6 ,18.0 ,"450,195 ","427,723 ",,,"22,472 "
,,N,"187,258 ","1,276 ","2,021 ","186,509 ",-,18.2 ,157.0 ,137.3 ,19.7 ,"541,472 ","506,411 ","461,798 ","44,613 ","35,061 "
,,P,936 ,29 ,30 ,939 ,-,13.0 ,93.6 ,87.9 ,5.7 ,"245,474 ","242,953 ","227,100 ","15,853 ","2,521 "
,,,,,,,,,,,,,,,,
3,T,T,"184,274 ","3,025 ","2,534 ","184,765 ","3,182 ",18.0 ,155.3 ,138.1 ,17.2 ,"475,637 ","465,901 ","423,108 ","42,793 ","9,736 "
,M,T,"137,256 ","2,169 ","1,774 ","137,651 ",928 ,18.1 ,158.4 ,140.2 ,18.2 ,"503,121 ","492,515 ",,,"10,606 "
,F,T,"47,018 ",856 ,760 ,"47,114 ","2,254 ",17.4 ,146.3 ,132.1 ,14.2 ,"395,373 ","388,177 ",,,"7,196 "
,,N,"181,081 ","2,948 ","2,445 ","181,583 ",-,18.0 ,156.3 ,138.9 ,17.4 ,"480,942 ","471,060 ","427,682 ","43,378 ","9,882 "
,,P,"3,193 ",77 ,89 ,"3,182 ",-,14.4 ,96.8 ,92.1 ,4.7 ,"173,839 ","172,421 ","162,922 ","9,499 ","1,418 "
,,,,,,,,,,,,,,,,
4,T,T,"372,468 ","4,330 ","4,585 ","372,213 ","4,121 ",18.1 ,156.0 ,137.6 ,18.4 ,"508,101 ","485,672 ","442,034 ","43,638 ","22,429 "
,M,T,"279,480 ","3,165 ","3,267 ","279,378 ","1,452 ",18.2 ,158.5 ,139.3 ,19.2 ,"536,590 ","511,602 ",,,"24,988 "
,F,T,"92,988 ","1,165 ","1,318 ","92,835 ","2,669 ",17.6 ,148.5 ,132.4 ,16.1 ,"422,423 ","407,690 ",,,"14,733 "
,,N,"368,339 ","4,224 ","4,466 ","368,092 ",-,18.1 ,156.7 ,138.1 ,18.6 ,"511,663 ","489,002 ","444,997 ","44,005 ","22,661 "
,,P,"4,129 ",106 ,119 ,"4,121 ",-,14.1 ,96.0 ,91.1 ,4.9 ,"190,120 ","188,451 ","177,508 ","10,943 ","1,669 "
,,,,,,,,,,,,,,,,
5,T,T,"325,909 ","2,468 ","4,329 ","324,048 ","4,501 ",17.8 ,155.6 ,139.1 ,16.5 ,"435,364 ","421,358 ","385,760 ","35,598 ","14,006 "
,M,T,"240,150 ","1,826 ","2,748 ","239,228 ","1,796 ",18.0 ,158.6 ,141.3 ,17.3 ,"460,481 ","444,273 ",,,"16,208 "
,F,T,"85,759 ",642 ,"1,581 ","84,820 ","2,705 ",17.3 ,147.3 ,133.0 ,14.3 ,"364,781 ","356,961 ",,,"7,820 "
,,N,"321,249 ","2,416 ","4,101 ","319,547 ",-,17.8 ,156.6 ,139.9 ,16.7 ,"439,146 ","425,205 ","389,193 ","36,012 ","13,941 "
,,P,"4,660 ",52 ,228 ,"4,501 ",-,13.7 ,85.8 ,82.9 ,2.9 ,"170,873 ","152,282 ","145,671 ","6,611 ","18,591 "
,,,,,,,,,,,,,,,,
7,T,T,"217,539 ","1,558 ","2,326 ","216,771 ","4,365 ",18.0 ,154.2 ,139.2 ,15.0 ,"405,695 ","394,359 ","364,889 ","29,470 ","11,336 "
,M,T,"167,981 ","1,145 ","1,499 ","167,627 ","1,051 ",18.1 ,157.1 ,141.0 ,16.1 ,"425,933 ","414,605 ",,,"11,328 "
,F,T,"49,558 ",413 ,827 ,"49,144 ","3,314 ",17.5 ,144.6 ,133.2 ,11.4 ,"336,881 ","325,517 ",,,"11,364 "
,,N,"213,006 ","1,558 ","2,158 ","212,406 ",-,18.0 ,155.5 ,140.2 ,15.3 ,"410,620 ","399,062 ","369,105 ","29,957 ","11,558 "
,,P,"4,533 ",0 ,168 ,"4,365 ",-,14.7 ,95.7 ,92.6 ,3.1 ,"170,249 ","169,503 ","163,300 ","6,203 ",746 
,,,,,,,,,,,,,,,,
9,T,T,"164,624 ","1,516 ","1,878 ","164,262 ","9,791 ",17.6 ,144.9 ,133.8 ,11.1 ,"395,907 ","364,810 ","340,840 ","23,970 ","31,097 "
,M,T,"116,647 ","1,017 ","1,353 ","116,311 ","2,344 ",17.7 ,147.5 ,135.3 ,12.2 ,"423,085 ","392,674 ",,,"30,411 "
,F,T,"47,977 ",499 ,525 ,"47,951 ","7,447 ",17.3 ,138.5 ,130.0 ,8.5 ,"329,903 ","297,142 ",,,"32,761 "
,,N,"154,504 ","1,462 ","1,697 ","154,471 ",-,17.9 ,148.6 ,136.8 ,11.8 ,"412,602 ","379,602 ","354,252 ","25,350 ","33,000 "
,,P,"10,120 ",54 ,181 ,"9,791 ",-,14.0 ,89.2 ,87.7 ,1.5 ,"136,831 ","135,265 ","132,695 ","2,570 ","1,566 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
I522,,,食料・飲料卸売業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,98頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"328,695 ","3,730 ","1,820 ","330,605 ","51,899 ",18.4 ,148.5 ,136.8 ,11.7 ,"336,890 ","332,765 ","313,414 ","19,351 ","4,125 "
,M,T,"193,601 ","1,142 ","1,088 ","193,655 ","12,234 ",19.0 ,160.1 ,145.2 ,14.9 ,"399,921 ","395,327 ",,,"4,594 "
,F,T,"135,094 ","2,588 ",732 ,"136,950 ","39,665 ",17.5 ,132.0 ,124.9 ,7.1 ,"247,163 ","243,707 ",,,"3,456 "
,,N,"276,839 ","2,902 ","1,041 ","278,706 ",-,18.9 ,159.1 ,145.9 ,13.2 ,"377,041 ","372,215 ","349,867 ","22,348 ","4,826 "
,,P,"51,856 ",828 ,779 ,"51,899 ",-,15.4 ,91.5 ,88.0 ,3.5 ,"121,903 ","121,533 ","118,230 ","3,303 ",370 
,,,,,,,,,,,,,,,,
0,T,T,"182,200 ","1,600 ","1,069 ","182,731 ","19,524 ",18.5 ,152.6 ,140.2 ,12.4 ,"387,125 ","382,088 ","356,516 ","25,572 ","5,037 "
,M,T,"107,849 ",547 ,669 ,"107,727 ","4,354 ",18.9 ,160.5 ,145.6 ,14.9 ,"455,678 ","450,579 ",,,"5,099 "
,F,T,"74,351 ","1,053 ",400 ,"75,004 ","15,170 ",17.8 ,141.2 ,132.3 ,8.9 ,"288,178 ","283,229 ",,,"4,949 "
,,N,"162,693 ","1,388 ",881 ,"163,207 ",-,18.8 ,158.8 ,145.2 ,13.6 ,"415,840 ","410,317 ","382,194 ","28,123 ","5,523 "
